epoch,optimizer,experiment,collocation,data,total
1790,Adam,train,0.003385081,0.07233731,0.07572239
1800,Adam,test,0.0032453712,0.0792263,0.08247167
1800,Adam,train,0.003226836,0.07239609,0.07562293
1810,Adam,test,0.0031792563,0.07927826,0.08245752
1810,Adam,train,0.003189662,0.07233924,0.0755289
1820,Adam,test,0.003183674,0.079528,0.08271167
1820,Adam,train,0.0032180953,0.07251663,0.07573472
1830,Adam,test,0.0033717093,0.07974364,0.08311535
1830,Adam,train,0.0033688303,0.0727369,0.07610573
1840,Adam,test,0.0032199589,0.07934269,0.082562655
1840,Adam,train,0.0032819693,0.07253988,0.07582185
1850,Adam,test,0.0030920203,0.07926933,0.08236135
1850,Adam,train,0.0030880799,0.07238717,0.075475246
1860,Adam,test,0.0032129318,0.07920018,0.08241311
1860,Adam,train,0.0031715913,0.07232174,0.075493336
1870,Adam,test,0.0031237255,0.07934231,0.082466036
1870,Adam,train,0.0031458572,0.072375126,0.075520985
1880,Adam,test,0.00516934,0.07918327,0.08435261
1880,Adam,train,0.005179931,0.07238012,0.07756005
1890,Adam,test,0.004359409,0.07932517,0.08368458
1890,Adam,train,0.004428369,0.072507076,0.07693545
1900,Adam,test,0.0031896394,0.0792551,0.082444735
1900,Adam,train,0.003248246,0.07225974,0.07550798
1910,Adam,test,0.0031877572,0.07922782,0.08241558
1910,Adam,train,0.0031983715,0.07229206,0.07549043
1920,Adam,test,0.0032138557,0.0791752,0.08238905
1920,Adam,train,0.0032015217,0.07232067,0.07552219
1930,Adam,test,0.003098219,0.07931326,0.08241148
1930,Adam,train,0.0031494743,0.07232431,0.075473785
1940,Adam,test,0.003205695,0.07914436,0.08235005
1940,Adam,train,0.0032231738,0.07227114,0.07549431
1950,Adam,test,0.0031795856,0.07913901,0.0823186
1950,Adam,train,0.0031641617,0.07227611,0.07544027
1960,Adam,test,0.0031823963,0.07920285,0.08238525
1960,Adam,train,0.0031944213,0.072293036,0.07548746
1970,Adam,test,0.0031743029,0.07936267,0.08253697
1970,Adam,train,0.0031876452,0.07236083,0.07554847
1980,Adam,test,0.0031199658,0.079219446,0.08233941
1980,Adam,train,0.0031525735,0.072274946,0.07542752
1990,Adam,test,0.003181095,0.0792945,0.082475595
1990,Adam,train,0.0031543274,0.07240824,0.07556257
1999,Adam,test,0.0031022392,0.079685345,0.08278759
1999,Adam,train,0.0031669994,0.07265055,0.07581755
